#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2252777	6446	3265	112344	109501	RP1-188K17.1	-	SGK1	HRAS	SGK	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.944512127	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.944512127, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P01112	X5D945	NP_001123914|NP_005334|NP_789765	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2268680	6446	221079	112344	128683	RP1-188K17.1	-	SGK1	ARL5B	SGK	ARL8	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.799670615	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.799670615, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q96KC2	B0YIW9	NP_848930	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2333588	79109	6446	122551	112344	RP11-269P11.1	RP1-188K17.1	MAPKAP1	SGK1	JC310|MIP1|SIN1|SIN1b|SIN1g	SGK	Reconstituted Complex	physical	Tatebe H (2017)	PUBMED:28264193	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9BPZ7	A0A024R863	NP_001006619|NP_001006618|NP_001006620|NP_001006621|NP_001006622|NP_077022	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2378968	7706	6446	113500	112344	-	RP1-188K17.1	TRIM25	SGK1	EFP|RNF147|Z147|ZNF147	SGK	Affinity Capture-RNA	physical	Choudhury NR (2017)	PUBMED:29117863	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q14258	-	NP_005073	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2622123	6446	4137	112344	110308	RP1-188K17.1	-	SGK1	MAPT	SGK	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Biochemical Activity	physical	Yang YC (2006)	PUBMED:16982696	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P10636	B3KTM0|A0A024R9Y1|A0A024RA17|A0A024RA19|A0A024R9Y0	NP_001364195|NP_001364194|NP_005901|NP_001364197|NP_001364196|NP_058519|NP_058518|NP_001190181|NP_001190180|NP_001116538|NP_001116539|NP_058525	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2622124	6446	4137	112344	110308	RP1-188K17.1	-	SGK1	MAPT	SGK	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	Affinity Capture-Western	physical	Yang YC (2006)	PUBMED:16982696	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P10636	B3KTM0|A0A024R9Y1|A0A024RA17|A0A024RA19|A0A024R9Y0	NP_001364195|NP_001364194|NP_005901|NP_001364197|NP_001364196|NP_058519|NP_058518|NP_001190181|NP_001190180|NP_001116538|NP_001116539|NP_058525	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2622125	4137	6446	110308	112344	-	RP1-188K17.1	MAPT	SGK1	DDPAC|FTDP-17|MAPTL|MSTD|MTBT1|MTBT2|PPND|PPP1R103|TAU	SGK	Affinity Capture-Western	physical	Yang YC (2006)	PUBMED:16982696	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P10636	B3KTM0|A0A024R9Y1|A0A024RA17|A0A024RA19|A0A024R9Y0	NP_001364195|NP_001364194|NP_005901|NP_001364197|NP_001364196|NP_058519|NP_058518|NP_001190181|NP_001190180|NP_001116538|NP_001116539|NP_058525	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2707744	65009	6446	122372	112344	-	RP1-188K17.1	NDRG4	SGK1	BDM1|SMAP-8|SMAP8	SGK	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9ULP0	A0A024R6V8|B7Z9X4	NP_001123959|NP_001350798|NP_001365269|NP_001365266|NP_001365267|NP_001365264|NP_001365265|NP_001365262|NP_001365263|NP_001365261|NP_001365268|NP_001229762|NP_001229763|NP_001229764|NP_001229765|NP_075061|NP_001365271|NP_001365270|NP_001365273|NP_001365272|NP_001365275|NP_001365274|NP_001365276|NP_065198	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2717540	6446	114569	112344	125321	RP1-188K17.1	-	SGK1	MAL2	SGK	-	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q969L2	A0A024R9E4	NP_443118	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2717541	6446	1070	112344	107497	RP1-188K17.1	-	SGK1	CETN3	SGK	CDC31|CEN3	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	O15182	E5RFM2|E5RJF8	NP_001284694|NP_004356|NP_001284697	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2784390	6446	4043	112344	110221	RP1-188K17.1	RP11-529E10.3	SGK1	LRPAP1	SGK	A2MRAP|A2RAP|HBP44|MRAP|MYP23|RAP|alpha-2-MRAP	Proximity Label-MS	physical	Fasci D (2018)	PUBMED:30021884	9606	9606	High Throughput	-	-	interaction identified using XL-MS (cross-linking mass spectrometry): TX100-soluble fractions from cells were treated with cross-linker and cross-linked proteins were identified by mass-spectrometry; interaction is undirectional; therefore bait and prey/hit have been assigned arbitrarily; interactions with FDRs (false discovery rates) of 1% or less were reported; this interaction was not detected in parallel experiments using unfractionated cells or TX100-insoluble fractions	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	P30533	-	NP_002328	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3048479	6446	2289	112344	108579	RP1-188K17.1	RP3-340B19.6	SGK1	FKBP5	SGK	AIG6|FKBP51|FKBP54|P54|PPIase|Ptg-10	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.863630086	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.863630086, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q13451	Q2TA84	NP_001139249|NP_001139248|NP_001139247|NP_004108	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3480435	6446	1891	112344	108220	RP1-188K17.1	-	SGK1	ECH1	SGK	HPXEL	Affinity Capture-MS	physical	Buljan M (2020)	PUBMED:32707033	9606	9606	High Throughput	204.0	-	Affinity Capture-MS was carried out to identify high confidence protein-protein interactors with a FDR<1% (protein abundance ratio compared to control are reported)	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q13011	-	NP_001389	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3550478	6446	991	112344	107427	RP1-188K17.1	-	SGK1	CDC20	SGK	CDC20A|bA276H19.3|p55CDC	Affinity Capture-MS	physical	Golkowski M (2023)	PUBMED:36736316	9606	9606	High Throughput	0.621353692	-	A kinobead competition and correlation analysis (kiCCA) involving a quantitative mass spectrometry-based chemoproteomic method was carried out to identify endogenous kinase interactors.|High confidence interactions had a kiCCA Pearson R Value >=0.6.	-	BIOGRID	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	Q12834	-	NP_001246	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3584757	10000	6446	115318	112344	-	RP1-188K17.1	AKT3	SGK1	MPPH|MPPH2|PKB-GAMMA|PKBG|PRKBG|RAC-PK-gamma|RAC-gamma|STK-2	SGK	Negative Genetic	genetic	Ito T (2021)	PUBMED:34857952	9606	9606	High Throughput	9.24405e-05	-	CRISPR GI screen|Cell Line: MEL202_UVEA score (9.24404764812866E-05)|Experimental Setup: Timecourse-Synthetic Lethality|GIST: A-phenotypic negative genetic interaction|Library: Digenic Paralog CRISPR library|Significance Threshold: GEMINI FDR < 0.05	-	BIOGRID	Q9Y243	-	NP_001193658|NP_005456|NP_001357003|NP_859029	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3584970	6198	6446	112112	112344	-	RP1-188K17.1	RPS6KB1	SGK1	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	SGK	Negative Genetic	genetic	Ito T (2021)	PUBMED:34857952	9606	9606	High Throughput	2.67247e-08	-	CRISPR GI screen|Cell Line:  MELJUSO_SKIN score (2.6724703610252E-08)|Experimental Setup: Timecourse-Synthetic Lethality|GIST: A-phenotypic negative genetic interaction|Library: Digenic Paralog CRISPR library|Significance Threshold: GEMINI FDR < 0.05	-	BIOGRID	P23443	-	NP_003152|NP_001258971|NP_001258973|NP_001258972|NP_001258989|NP_001356598|NP_001356599|NP_001356600|NP_001356601	O00141	E9PR89|B7Z325	NP_001137150|NP_001278924|NP_001137148|NP_005618|NP_001137149	-	-	-	-	-	-	Homo sapiens	Homo sapiens
