#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2458194	2475	4702	108757	110782	-	-	MTOR	NDUFA8	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	CI-19KD|CI-PGIV|PGIV	Negative Genetic	genetic	Horlbeck MA (2018)	PUBMED:30033366	9606	9606	High Throughput	-4.58358327	-	CRISPR GI screen|Cell Line: K562 EFO:0002067/Jurkat EFO:0002796|Experimental Setup: Timecourse|GIST: A-phenotypic negative/positive genetic interaction|Interactions in this CRISPR interference (CRISPRi) analysis were considered to be significant when GI <= -3 (negative genetic interaction) or GI >= 3 (positive genetic interaction).|K562 cell line Replicate Average GI score = -4.58358327|Library: CRISPRi v1|Significance Threshold: (positive genetic interaction) 3<GI<-3 (negative genetic interaction)	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P51970	-	NP_055037|NP_001305124	BTO:0000664|HP:0001507	K-562 cell|Growth abnormality	cell type|phenotype	-|-	-|-	-|-	Homo sapiens	Homo sapiens
2458195	2475	4704	108757	110784	-	-	MTOR	NDUFA9	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	CC6|CI-39k|CI39k|NDUFS2L|SDR22E1	Negative Genetic	genetic	Horlbeck MA (2018)	PUBMED:30033366	9606	9606	High Throughput	-3.038113573	-	CRISPR GI screen|Cell Line: K562 EFO:0002067/Jurkat EFO:0002796|Experimental Setup: Timecourse|GIST: A-phenotypic negative/positive genetic interaction|Interactions in this CRISPR interference (CRISPRi) analysis were considered to be significant when GI <= -3 (negative genetic interaction) or GI >= 3 (positive genetic interaction).|K562 cell line Replicate Average GI score = -3.038113573|Library: CRISPRi v1|Significance Threshold: (positive genetic interaction) 3<GI<-3 (negative genetic interaction)	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q16795	-	NP_004993	BTO:0000664|HP:0001507	K-562 cell|Growth abnormality	cell type|phenotype	-|-	-|-	-|-	Homo sapiens	Homo sapiens
2458196	2475	4708	108757	110788	-	-	MTOR	NDUFB2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	AGGG|CI-AGGG	Negative Genetic	genetic	Horlbeck MA (2018)	PUBMED:30033366	9606	9606	High Throughput	-4.744763697	-	CRISPR GI screen|Cell Line: K562 EFO:0002067/Jurkat EFO:0002796|Experimental Setup: Timecourse|GIST: A-phenotypic negative/positive genetic interaction|Interactions in this CRISPR interference (CRISPRi) analysis were considered to be significant when GI <= -3 (negative genetic interaction) or GI >= 3 (positive genetic interaction).|K562 cell line Replicate Average GI score = -4.744763697|Library: CRISPRi v1|Significance Threshold: (positive genetic interaction) 3<GI<-3 (negative genetic interaction)	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	O95178	A4D1T5	NP_004537	BTO:0000664|HP:0001507	K-562 cell|Growth abnormality	cell type|phenotype	-|-	-|-	-|-	Homo sapiens	Homo sapiens
2458197	2475	6617	108757	112501	-	-	MTOR	SNAPC1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	PTFgamma|SNAP43	Positive Genetic	genetic	Horlbeck MA (2018)	PUBMED:30033366	9606	9606	High Throughput	4.385975795	-	CRISPR GI screen|Cell Line: K562 EFO:0002067/Jurkat EFO:0002796|Experimental Setup: Timecourse|GIST: A-phenotypic negative/positive genetic interaction|Interactions in this CRISPR interference (CRISPRi) analysis were considered to be significant when GI <= -3 (negative genetic interaction) or GI >= 3 (positive genetic interaction).|K562 cell line Replicate Average GI score = 4.385975795|Library: CRISPRi v1|Significance Threshold: (positive genetic interaction) 3<GI<-3 (negative genetic interaction)	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q16533	B2RC42	NP_003073	BTO:0000664|HP:0001507	K-562 cell|Growth abnormality	cell type|phenotype	-|-	-|-	-|-	Homo sapiens	Homo sapiens
2458198	2475	6741	108757	112619	-	-	MTOR	SSB	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	LARP3|La|La/SSB	Negative Genetic	genetic	Horlbeck MA (2018)	PUBMED:30033366	9606	9606	High Throughput	-4.642508503	-	CRISPR GI screen|Cell Line: K562 EFO:0002067/Jurkat EFO:0002796|Experimental Setup: Timecourse|GIST: A-phenotypic negative/positive genetic interaction|Interactions in this CRISPR interference (CRISPRi) analysis were considered to be significant when GI <= -3 (negative genetic interaction) or GI >= 3 (positive genetic interaction).|K562 cell line Replicate Average GI score = -4.642508503|Library: CRISPRi v1|Significance Threshold: (positive genetic interaction) 3<GI<-3 (negative genetic interaction)	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P05455	-	NP_003133|NP_001281074	HP:0001507|BTO:0000664	Growth abnormality|K-562 cell	phenotype|cell type	-|-	-|-	-|-	Homo sapiens	Homo sapiens
2458199	2475	90871	108757	124777	-	-	MTOR	TMEM261	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	C9orf123	Negative Genetic	genetic	Horlbeck MA (2018)	PUBMED:30033366	9606	9606	High Throughput	-3.092574761	-	CRISPR GI screen|Cell Line: K562 EFO:0002067/Jurkat EFO:0002796|Experimental Setup: Timecourse|GIST: A-phenotypic negative/positive genetic interaction|Interactions in this CRISPR interference (CRISPRi) analysis were considered to be significant when GI <= -3 (negative genetic interaction) or GI >= 3 (positive genetic interaction).|K562 cell line Replicate Average GI score = -3.092574761|Library: CRISPRi v1|Significance Threshold: (positive genetic interaction) 3<GI<-3 (negative genetic interaction)	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q96GE9	-	NP_219500	HP:0001507|BTO:0000664	Growth abnormality|K-562 cell	phenotype|cell type	-|-	-|-	-|-	Homo sapiens	Homo sapiens
2466960	64223	2475	122113	108757	-	-	MLST8	MTOR	GBL|GbetaL|LST8|POP3|WAT1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Wang B (2017)	PUBMED:28489822	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9BVC4	-	NP_071767|NP_001186102|NP_001186104|NP_001186103	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2469442	2475	6198	108757	112112	-	-	MTOR	RPS6KB1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	PS6K|S6K|S6K-beta-1|S6K1|STK14A|p70 S6KA|p70(S6K)-alpha|p70-S6K|p70-alpha	Biochemical Activity	physical	Mancini F (2017)	PUBMED:28270148	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P23443	-	NP_003152|NP_001258971|NP_001258973|NP_001258972|NP_001258989|NP_001356598|NP_001356599|NP_001356600|NP_001356601	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2469443	4194	2475	110359	108757	RP11-430C7.1	-	MDM4	MTOR	HDMX|MDMX|MRP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Mancini F (2017)	PUBMED:28270148	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15151	Q68DC0|A0A087WTR9|Q59FS6|A0A087WUE3|A0A024R990|A0A087WZ58	NP_001265445|NP_001265447|NP_001265446|NP_002384|NP_001265448|NP_001191100|NP_001191101	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2470577	3916	2475	110110	108757	-	-	LAMP1	MTOR	CD107a|LAMPA|LGP120	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Wolfson RL (2017)	PUBMED:28199306	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P11279	A0A024RDY3	NP_005552	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2474548	3091	2475	109338	108757	-	-	HIF1A	MTOR	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-MS	physical	Perez-Perri JI (2016)	PUBMED:27320910	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q16665	D0VY79	NP_001521|NP_001230013|NP_851397	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2489457	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-MS	physical	Fonseca BD (2015)	PUBMED:25940091	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2489553	23367	2475	116947	108757	-	-	LARP1	MTOR	LARP	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Fonseca BD (2015)	PUBMED:25940091	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q6PKG0	-	NP_001354642|NP_001354643|NP_001354644|NP_001354645|NP_001354646|NP_001354647|NP_001354648|NP_291029|NP_056130	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2521123	2475	2280	108757	108570	-	RP11-314N13.2	MTOR	FKBP1A	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	FKBP-12|FKBP-1A|FKBP1|FKBP12|PKC12|PKCI2|PPIASE	PCA	physical	Massoud TF (2010)	PUBMED:20639890	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P62942	Q0VDC6|A0A087WTS4	NP_463460|NP_000792|NP_001186715	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2521414	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Biochemical Activity	physical	Dodd KM (2015)	PUBMED:24931163	9606	9606	Low Throughput	-	Phosphorylation	mTORC1 complex	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2521415	2475	6774	108757	112651	-	-	MTOR	STAT3	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	ADMIO|APRF|HIES	Biochemical Activity	physical	Dodd KM (2015)	PUBMED:24931163	9606	9606	Low Throughput	-	Phosphorylation	mTORC1 complex	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P40763	-	NP_644805|NP_003141|NP_001356447|NP_001356443|NP_001371920|NP_001371913|NP_001371917|NP_001356445|NP_001356446|NP_998827|NP_001371915|NP_001371914|NP_001356442|NP_001371918|NP_001371919|NP_001371921|NP_001371922|NP_001371916|NP_001356448|NP_001356449|NP_001356441	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2524419	3667	2475	109874	108757	-	-	IRS1	MTOR	HIRS-1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Yoneyama Y (2018)	PUBMED:30240640	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P35568	A0A024R499	NP_005535	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2524423	2475	3667	108757	109874	-	-	MTOR	IRS1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	HIRS-1	Biochemical Activity	physical	Yoneyama Y (2018)	PUBMED:30240640	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P35568	A0A024R499	NP_005535	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2524424	2475	1978	108757	108293	-	-	MTOR	EIF4EBP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	4E-BP1|4EBP1|BP-1|PHAS-I	Biochemical Activity	physical	Yoneyama Y (2018)	PUBMED:30240640	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q13541	-	NP_004086	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2524583	7128	2475	112983	108757	RP11-356I2.3	-	TNFAIP3	MTOR	A20|OTUD7C|TNFA1P2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Zhai Y (2018)	PUBMED:29940800	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P21580	-	NP_001257437|NP_001257436|NP_006281	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2533245	55294	2475	120581	108757	-	-	FBXW7	MTOR	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-MS	physical	Khan OM (2018)	PUBMED:29346117	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q969H0	S4R3U4|G0Z2K0	NP_001013433|NP_361014|NP_060785|NP_001243998	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2540103	2475	207	108757	106710	-	-	MTOR	AKT1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	Biochemical Activity	physical	Liu P (2015)	PUBMED:26293922	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P31749	B0LPE5|B3KVH4	NP_005154|NP_001014432|NP_001014431|NP_001369359|NP_001369362|NP_001369361|NP_001369360	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2540104	2475	79109	108757	122551	-	RP11-269P11.1	MTOR	MAPKAP1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	JC310|MIP1|SIN1|SIN1b|SIN1g	Affinity Capture-Western	physical	Liu P (2015)	PUBMED:26293922	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q9BPZ7	A0A024R863	NP_001006619|NP_001006618|NP_001006620|NP_001006621|NP_001006622|NP_077022	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2547879	3265	2475	109501	108757	-	-	HRAS	MTOR	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Proximity Label-MS	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P01112	X5D945	NP_001123914|NP_005334|NP_789765	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548180	3845	2475	110043	108757	-	-	KRAS	MTOR	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Proximity Label-MS	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P01116	A0A024RAV5|I1SRC5|L7RSL8	NP_001356716|NP_203524|NP_001356715|NP_004976	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548480	4893	2475	110952	108757	RP5-1000E10.2	-	NRAS	MTOR	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Proximity Label-MS	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	P01111	Q5U091	NP_002515	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548742	3265	2475	109501	108757	-	-	HRAS	MTOR	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Negative Genetic	genetic	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	CRISPR GI screen|Cell Line: MM415, MM485, AsPC1, Caco2, LS174T, T24|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: Targeted RAS interactor library|Significance Threshold: FDR </= 0.18	-	BIOGRID	P01112	X5D945	NP_001123914|NP_005334|NP_789765	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548746	4893	2475	110952	108757	RP5-1000E10.2	-	NRAS	MTOR	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Negative Genetic	genetic	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	CRISPR GI screen|Cell Line: MM415, MM485, AsPC1, Caco2, LS174T, T24|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: Targeted RAS interactor library|Significance Threshold: FDR </= 0.18	-	BIOGRID	P01111	Q5U091	NP_002515	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548750	3845	2475	110043	108757	-	-	KRAS	MTOR	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Negative Genetic	genetic	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	CRISPR GI screen|Cell Line: MM415, MM485, AsPC1, Caco2, LS174T, T24|Experimental Setup: Timecourse|GIST: A-phenotypic negative genetic interaction|Library: Targeted RAS interactor library|Significance Threshold: FDR </= 0.18	-	BIOGRID	P01116	A0A024RAV5|I1SRC5|L7RSL8	NP_001356716|NP_203524|NP_001356715|NP_004976	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548779	3845	2475	110043	108757	-	-	KRAS	MTOR	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Co-localization	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	in situ PLA	-	BIOGRID	P01116	A0A024RAV5|I1SRC5|L7RSL8	NP_001356716|NP_203524|NP_001356715|NP_004976	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548780	4893	2475	110952	108757	RP5-1000E10.2	-	NRAS	MTOR	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Co-localization	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	in situ PLA	-	BIOGRID	P01111	Q5U091	NP_002515	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548781	3265	2475	109501	108757	-	-	HRAS	MTOR	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Co-localization	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	in situ PLA	-	BIOGRID	P01112	X5D945	NP_001123914|NP_005334|NP_789765	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548782	4893	2475	110952	108757	RP5-1000E10.2	-	NRAS	MTOR	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P01111	Q5U091	NP_002515	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548785	4893	2475	110952	108757	RP5-1000E10.2	-	NRAS	MTOR	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Far Western	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P01111	Q5U091	NP_002515	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548786	3265	2475	109501	108757	-	-	HRAS	MTOR	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Far Western	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P01112	X5D945	NP_001123914|NP_005334|NP_789765	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548787	3845	2475	110043	108757	-	-	KRAS	MTOR	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Far Western	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P01116	A0A024RAV5|I1SRC5|L7RSL8	NP_001356716|NP_203524|NP_001356715|NP_004976	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548806	3265	2475	109501	108757	-	-	HRAS	MTOR	C-BAS/HAS|C-H-RAS|C-HA-RAS1|CTLO|H-RASIDX|HAMSV|HRAS1|RASH1|p21ras	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Reconstituted Complex	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P01112	X5D945	NP_001123914|NP_005334|NP_789765	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548816	2475	207	108757	106710	-	-	MTOR	AKT1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	Biochemical Activity	physical	Kovalski JR (2019)	PUBMED:30639242	9606	9606	Low Throughput	-	Phosphorylation	as part of the mtorc2 complex	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	P31749	B0LPE5|B3KVH4	NP_005154|NP_001014432|NP_001014431|NP_001369359|NP_001369362|NP_001369361|NP_001369360	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548891	8678	2475	114226	108757	-	-	BECN1	MTOR	ATG6|VPS30|beclin1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kim YM (2015)	PUBMED:25533187	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14457	W0FFG4|A0A024R1X5	NP_001300927|NP_001300928|NP_001300929|NP_003757	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548892	7405	2475	113248	108757	-	-	UVRAG	MTOR	DHTX|VPS38|p63	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kim YM (2015)	PUBMED:25533187	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9P2Y5	-	NP_001373601|NP_001373600|NP_003360	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548893	30849	2475	119059	108757	-	-	PIK3R4	MTOR	VPS15|p150	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kim YM (2015)	PUBMED:25533187	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q99570	-	NP_055417	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548894	5289	2475	111307	108757	-	-	PIK3C3	MTOR	VPS34|hVps34	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kim YM (2015)	PUBMED:25533187	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8NEB9	-	NP_001294949|NP_002638	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548895	9711	2475	115062	108757	hCG_22771	-	KIAA0226	MTOR	RUBICON|SCAR15	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Kim YM (2015)	PUBMED:25533187	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q92622	Q8N4U6	NP_001139114|NP_055502|NP_001333802	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548898	2475	7405	108757	113248	-	-	MTOR	UVRAG	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	DHTX|VPS38|p63	Affinity Capture-Western	physical	Kim YM (2015)	PUBMED:25533187	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q9P2Y5	-	NP_001373601|NP_001373600|NP_003360	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2548900	2475	7405	108757	113248	-	-	MTOR	UVRAG	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	DHTX|VPS38|p63	Biochemical Activity	physical	Kim YM (2015)	PUBMED:25533187	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	P42345	-	NP_004949|NP_001373430|NP_001373429	Q9P2Y5	-	NP_001373601|NP_001373600|NP_003360	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2557561	55915	2475	120998	108757	tcag7.697	-	LANCL2	MTOR	GPR69B|TASP	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Zeng M (2014)	PUBMED:25273559	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NS86	B3KTN5	NP_061167	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2557565	57521	2475	121582	108757	-	-	RPTOR	MTOR	KOG1|Mip1	FRAP|FRAP1|FRAP2|RAFT1|RAPT1	Affinity Capture-Western	physical	Zeng M (2014)	PUBMED:25273559	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8N122	Q6DKI0	NP_065812|NP_001156506	P42345	-	NP_004949|NP_001373430|NP_001373429	-	-	-	-	-	-	Homo sapiens	Homo sapiens
